4162	32.3916	-107.7249	1443	11	12.2085
4161	32.3988	-107.7078	1438	20.1	22.4978
4166	32.4066	-107.6699	1436	19.3	22.5641
4159	32.3999	-107.6099	1389	1.2	9.3416
4164	32.4106	-107.5239	1348	-6	6.43
4156	32.3874	-107.5088	1327	-1.2	12.6446
3955	32.3866	-107.4666	1326	-1.2	11.9876
3953	32.3874	-107.1533	1401	4.8	1.7442
3957	32.4019	-107.1266	1416	9.2	3.8702
3956	32.4103	-107.0754	1450	12.8	2.471
3807	32.4016	-106.9899	1369	-3.9	-7.6117
3806	32.4066	-106.9416	1500	17.6	-0.8952
3805	32.4049	-106.8533	1197	-24.9	-5.968
3792	32.3966	-106.8316	1196	-27.7	-7.186
3791	32.3966	-106.8149	1215	-21.5	-1.7892
3803	32.4033	-106.7516	1326	-1.9	10.9445
3789	32.3908	-106.7266	1327	-4.6	8.8653
3801	32.4016	-106.6649	1382	-20.9	-10.4506
3800	32.4116	-106.6349	1425	-10.4	-3.0021
3787	32.3933	-106.6016	1586	15.3	7.885
3798	32.4153	-106.5538	1579	14	8.4445
3796	32.4031	-106.5233	1402	-4	10.2184
3795	32.4003	-106.5166	1380	-6.5	10.1652
3555	32.4016	-106.4703	1277	-29.4	-0.7277
3553	32.4016	-106.4368	1224	-42.5	-7.7404
3528	32.3966	-106.3983	1209	-46.3	-11.0992
3549	32.4008	-106.3616	1219	-40.4	-8.7343
3548	32.4008	-106.3416	1227	-36	-6.7816
3545	32.4016	-106.2916	1240	-26.6	-3.1289
3544	32.4016	-106.2649	1232	-30.1	-8.3151
3542	32.4016	-106.2316	1234	-24.5	-5.0105
3540	32.4033	-106.1983	1237	-16.9	1.7659
3538	32.4049	-106.1616	1261	-8.3	6.7868
3536	32.4016	-106.1216	1329	6.2	12.5538
3534	32.4049	-106.0999	1363	10.8	12.3163
3359	32.3849	-105.7949	1540	19.6	-0.6274
3357	32.3908	-105.7617	1482	14.1	-0.0845
3356	32.3941	-105.7416	1475	16.6	2.9057
3354	32.3849	-105.6916	1457	16.1	2.612
3352	32.3849	-105.6616	1441	15.6	2.9561
3196	32.3933	-105.3366	1457	17.8	-8.704
