2	0	-4.84165585E-04	0.00000000E+00	1.87236432E-11	0.00000000E+00
2	1	-2.47743988E-10	1.56227745E-09	2.08389416E-11	2.10646899E-11
2	2	2.43948121E-06	-1.40034719E-06	3.59767701E-11	3.61379633E-11
3	0	9.56999232E-07	0.00000000E+00	9.34502918E-12	0.00000000E+00
3	1	2.03042931E-06	2.48237130E-07	8.87005834E-12	8.94754165E-12
3	2	9.04875651E-07	-6.18926142E-07	1.15041499E-11	1.15502364E-11
3	3	7.21285747E-07	1.41441843E-06	2.42083938E-11	2.42051548E-11
4	0	5.40148677E-07	0.00000000E+00	7.38405182E-12	0.00000000E+00
4	1	-5.36194112E-07	-4.73615556E-07	6.20614178E-12	6.27503674E-12
4	2	3.50483393E-07	6.62497371E-07	6.82108615E-12	6.83645076E-12
4	3	9.90895389E-07	-2.00935007E-07	9.58985463E-12	9.58603459E-12
4	4	-1.88473594E-07	3.08837818E-07	1.86651628E-11	1.86575706E-11
5	0	6.87369741E-08	0.00000000E+00	7.28487981E-12	0.00000000E+00
5	1	-6.29240258E-08	-9.43241921E-08	5.71282090E-12	5.79069814E-12
5	2	6.51978042E-07	-3.23359749E-07	5.64775035E-12	5.65203877E-12
5	3	-4.51821699E-07	-2.14876159E-07	7.29928783E-12	7.29994881E-12
5	4	-2.95310061E-07	4.97421125E-08	7.46667845E-12	7.46377660E-12
5	5	1.74830508E-07	-6.69355806E-07	1.23765735E-11	1.23676873E-11
6	0	-1.50052142E-07	0.00000000E+00	7.75109573E-12	0.00000000E+00
6	1	-7.59911112E-08	2.65611195E-08	5.92524774E-12	5.99462271E-12
6	2	4.86308288E-08	-3.73740144E-07	5.61057682E-12	5.60230508E-12
6	3	5.72435772E-08	8.99945876E-09	5.84595907E-12	5.84425873E-12
6	4	-8.59866616E-08	-4.71458608E-07	6.80975899E-12	6.80811807E-12
6	5	-2.67160187E-07	-5.36493923E-07	6.20476799E-12	6.20543064E-12
6	6	9.50109874E-09	-2.37368854E-07	1.00320225E-11	1.00371716E-11
7	0	9.04446729E-08	0.00000000E+00	8.26078006E-12	0.00000000E+00
7	1	2.80896190E-07	9.51294691E-08	5.98708648E-12	6.06069042E-12
7	2	3.30387835E-07	9.30586651E-08	5.68184693E-12	5.66090411E-12
7	3	2.50483459E-07	-2.17070544E-07	5.67887490E-12	5.67967258E-12
7	4	-2.74968811E-07	-1.24000211E-07	5.31172063E-12	5.31355052E-12
7	5	1.66740217E-09	1.79397157E-08	5.94598679E-12	5.94786817E-12
7	6	-3.58805776E-07	1.51775071E-07	5.46629449E-12	5.46399382E-12
7	7	1.51503644E-09	2.40956250E-08	7.70369867E-12	7.70715557E-12
8	0	4.94304597E-08	0.00000000E+00	8.45393926E-12	0.00000000E+00
8	1	2.31271873E-08	5.89372295E-08	5.84971409E-12	5.92493121E-12
8	2	7.99853019E-08	6.53331943E-08	5.59248015E-12	5.57909255E-12
8	3	-1.93545940E-08	-8.58932800E-08	5.48359485E-12	5.48188000E-12
8	4	-2.44308863E-07	6.97905395E-08	5.42919350E-12	5.42932913E-12
8	5	-2.57173508E-08	8.92087423E-08	5.02288475E-12	5.02617873E-12
8	6	-6.59831598E-08	3.08940083E-07	5.54829504E-12	5.54700763E-12
8	7	6.72574645E-08	7.48629735E-08	4.95393337E-12	4.96056592E-12
8	8	-1.24013200E-07	1.20541890E-07	6.58314884E-12	6.54873958E-12
9	0	2.79878184E-08	0.00000000E+00	8.91034670E-12	0.00000000E+00
9	1	1.42235215E-07	2.15024085E-08	5.82591544E-12	5.89631346E-12
9	2	2.14268010E-08	-3.16989613E-08	5.56487422E-12	5.54871726E-12
9	3	-1.60628163E-07	-7.42490401E-08	5.41962492E-12	5.41857543E-12
9	4	-9.34645094E-09	1.98874910E-08	5.22245855E-12	5.22731488E-12
9	5	-1.63290993E-08	-5.40576921E-08	5.16066877E-12	5.15687105E-12
9	6	6.27649444E-08	2.22982507E-07	4.69233275E-12	4.69149490E-12
