      9667   34.805300  -107.736600    2385.0   39.4000    6.5464
      9665   34.790600  -107.690300    2338.0   36.9000    5.8681
      9666   34.800600  -107.643300    2230.0   27.1000   -2.1122
      9597   34.785600  -107.453800    1776.0    6.2000  -10.3935
      9598   34.810800  -107.029100    1558.0  -44.0000  -22.4766
      9563   34.807300  -106.890600    1627.0  -37.0000   -9.0040
      9562   34.813400  -106.758300    1508.0  -51.2000  -23.1500
      9561   34.808300  -106.733300    1488.0  -53.3000  -26.1604
      9560   34.797600  -106.586400    1594.0  -44.5000  -27.7172
      9516   34.810400  -106.328800    2294.0   79.2000   65.1598
      9513   34.797300  -106.252900    2049.0   46.5000   22.0964
      9515   34.812100  -106.148100    1919.0   14.1000  -21.8528
      9514   34.811900  -106.078100    1881.0    5.9000  -36.5093
      9435   34.810700  -105.730000    1962.0   26.5000  -19.1691
      9434   34.812200  -105.655000    2067.0   35.7000   -4.7232
      9433   34.813000  -105.613300    2046.0   40.3000    3.2998
      9432   34.809900  -105.568800    1972.0   45.5000   12.3750
      9431   34.791800  -105.550000    1953.0   45.6000   13.7985
      9344   34.813000  -105.473300    1921.0   41.7000   17.8363
      9343   34.802500  -105.433300    1877.0   36.0000   15.7698
      9663   34.776400  -107.729400    2363.0   37.9000    5.7368
      9661   34.758100  -107.641900    2231.0   27.9000   -0.5159
      9660   34.754400  -107.587800    2190.0   28.5000    3.0494
      9662   34.779300  -107.556900    2189.0   29.6000    5.6387
      9596   34.774600  -107.402600    1775.0    5.8000   -6.1914
      9558   34.759900  -106.745400    1473.0  -56.2000  -29.8016
      9559   34.780400  -106.546300    1653.0  -15.9000   -3.8332
      9512   34.781100  -106.381400    2330.0   82.9000   74.5414
      9511   34.782900  -106.236100    2017.0   35.4000    8.3196
      9508   34.754100  -106.147600    1917.0   17.8000  -20.3924
      9510   34.782900  -106.113400    1901.0   11.2000  -29.2334
      9509   34.768300  -106.053600    1863.0    5.6000  -40.1795
      9427   34.766500  -105.985000    1855.0    4.1000  -45.5396
      9426   34.766500  -105.933300    1857.0    2.8000  -48.4099
      9425   34.766500  -105.878300    1867.0   12.9000  -38.7314
      9423   34.766500  -105.825000    1867.0   13.8000  -37.0641
      9422   34.766500  -105.773300    1893.0   23.8000  -25.2370
      9429   34.768200  -105.720000    1932.0   28.4000  -17.7332
      9428   34.773800  -105.655000    2025.0   43.9000    2.5373
      9421   34.753500  -105.528300    1931.0   49.3000   18.5815
      9341   34.776300  -105.475000    1950.0   50.7000   25.7433
      9334   34.760800  -105.375000    1934.0   41.6000   25.6664
      9333   34.753500  -105.323300    1862.0   33.6000   21.9430
      9339   34.781200  -105.233300    1781.0   27.1000   23.0887
      9658   34.740100  -107.552800    2219.0   38.5000   15.4966
      9594   34.725300  -107.465800    1810.0    7.9000   -8.6552
      9593   34.720400  -107.429100    1788.0    7.6000   -5.8461
      9595   34.747400  -107.323900    1924.0   23.9000   19.5774
      9557   34.735100  -106.965600    1546.0  -36.4000  -11.6375
      9553   34.724900  -106.752800    1470.0  -58.7000  -33.0731
      9556   34.744600  -106.702900    1481.0  -54.5000  -30.5712
      9552   34.733300  -106.628900    1540.0  -54.9000  -36.6298
      9555   34.734100  -106.604300    1558.0  -49.8000  -33.6746
      9554   34.733400  -106.550300    1622.0  -15.1000   -4.4542
      9506   34.735300  -106.345800    2144.0   60.4000   45.4794
      9501   34.720600  -106.267800    2018.0   32.3000    6.6779
      9505   34.739400  -106.200800    1944.0   20.0000  -12.9977
      9504   34.739400  -106.165800    1932.0   20.9000  -15.9394
      9503   34.739600  -106.060100    1864.0   16.1000  -30.1565
      9502   34.739400  -106.007900    1854.0    8.8000  -40.6086
      9418   34.723300  -105.983300    1855.0    6.8000  -44.1475
      9417   34.729800  -105.933300    1854.0    4.0000  -48.2106
      9416   34.724000  -105.718300    1913.0   27.9000  -19.1859
      9420   34.738800  -105.656700    1976.0   36.3000   -6.0758
      9419   34.739700  -105.600000    1974.0   41.1000    3.4432
      9332   34.737200  -105.473300    1910.0   41.3000   15.4279
      9327   34.733000  -105.440000    1975.0   46.1000   23.3087
      9326   34.721700  -105.400000    1997.0   48.8000   29.4148
      9331   34.737200  -105.266700    1870.0   35.3000   27.5346
      9330   34.737200  -105.216700    1826.0   33.1000   28.7420
      9656   34.713600  -107.728800    2265.0   27.0000   -4.1571
      9655   34.703400  -107.658400    2211.0   25.7000   -2.5749
      9652   34.684100  -107.631800    2214.0   28.0000    1.3315
      9654   34.705800  -107.577300    2191.0   30.9000    6.9127
      9591   34.695300  -107.203300    1919.0   34.7000   42.0300
      9592   34.709900  -107.168300    1836.0   28.4000   38.8252
      9590   34.697100  -107.114300    1746.0   15.2000   30.1323
      9551   34.702900  -106.717100    1470.0  -58.1000  -34.8453
      9550   34.694400  -106.659300    1525.0  -54.0000  -34.8439
      9549   34.692100  -106.512900    1717.0    2.4000    7.0065
      9500   34.701100  -106.401600    2855.0  121.7000  112.5843
      9498   34.698600  -106.347600    2131.0   58.8000   42.6156
      9499   34.710400  -106.130600    1883.0   25.4000  -15.9701
      9415   34.707000  -105.878300    1856.0    7.0000  -46.1138
      9414   34.709500  -105.825000    1866.0   14.9000  -37.3175
      9413   34.707000  -105.655000    1964.0   38.2000   -4.7958
      9412   34.702800  -105.600000    1970.0   46.6000    8.0396
      9411   34.710200  -105.530000    1945.0   47.2000   15.1833
      9322   34.693200  -105.470000    1889.0   41.1000   14.2991
      9321   34.690700  -105.430000    1914.0   44.3000   21.2069
      9324   34.709500  -105.333300    1919.0   43.1000   29.2100
      9323   34.707800  -105.266700    1822.0   33.2000   24.4965
